,ocid,Level_00,Level_01,Level_02,Level_03,Level_04,Level_05,Level_06
1340,ocds-591adf-5838470097,0,0.1,0.1.0,0.1.0.1,0.1.0.1,0.1.0.1,0.1.0.1
1341,ocds-591adf-9620382408,8,8.2,8.2.0,8.2.0,8.2.0,8.2.0,8.2.0
1342,ocds-591adf-0461174209,8,8.0,8.0.0,8.0.0,8.0.0,8.0.0,8.0.0
1343,ocds-591adf-0773715511,1,1.1,1.1.0,1.1.0.0,1.1.0.0,1.1.0.0,1.1.0.0
1344,ocds-591adf-4261917359,1,1.0,1.0.1,1.0.1,1.0.1,1.0.1,1.0.1
1345,ocds-591adf-9640771314,0,0.8,0.8.0,0.8.0.0,0.8.0.0,0.8.0.0,0.8.0.0
1346,ocds-591adf-9975631650,3,3.1,3.1.3,3.1.3.1,3.1.3.1,3.1.3.1,3.1.3.1
1347,ocds-591adf-4472784968,3,3.1,3.1.3,3.1.3.2,3.1.3.2,3.1.3.2,3.1.3.2
1348,ocds-591adf-6867665811,3,3.1,3.1.3,3.1.3.1,3.1.3.1,3.1.3.1,3.1.3.1
1349,ocds-591adf-5264428938,3,3.1,3.1.3,3.1.3.0,3.1.3.0,3.1.3.0,3.1.3.0
1350,ocds-591adf-1772757144,0,0.0,0.0.4,0.0.4.2,0.0.4.2.0,0.0.4.2.0,0.0.4.2.0
1351,ocds-591adf-2138416337,3,3.7,3.7,3.7,3.7,3.7,3.7
1352,ocds-591adf-7495895218,3,3.7,3.7,3.7,3.7,3.7,3.7
1353,ocds-591adf-4516755417,3,3.1,3.1.3,3.1.3.0,3.1.3.0,3.1.3.0,3.1.3.0
1354,ocds-591adf-1883627976,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
1355,ocds-591adf-7119806732,0,0.3,0.3.4,0.3.4.1,0.3.4.1,0.3.4.1,0.3.4.1
1356,ocds-591adf-9922636059,0,0.4,0.4.0,0.4.0.1,0.4.0.1,0.4.0.1,0.4.0.1
1357,ocds-591adf-2228036438,0,0.3,0.3.3,0.3.3,0.3.3,0.3.3,0.3.3
1358,ocds-591adf-7782456340,3,3.1,3.1.6,3.1.6.1,3.1.6.1,3.1.6.1,3.1.6.1
1359,ocds-591adf-8811971883,3,3.4,3.4.1,3.4.1.0,3.4.1.0,3.4.1.0,3.4.1.0
1360,ocds-591adf-3533551205,1,1.1,1.1.0,1.1.0.0,1.1.0.0,1.1.0.0,1.1.0.0
1361,ocds-591adf-2032447165,1,1.1,1.1.0,1.1.0.1,1.1.0.1,1.1.0.1,1.1.0.1
1362,ocds-591adf-4214910059,1,1.1,1.1.0,1.1.0.1,1.1.0.1,1.1.0.1,1.1.0.1
1363,ocds-591adf-1396308637,8,8.3,8.3.0,8.3.0,8.3.0,8.3.0,8.3.0
1364,ocds-591adf-6930897736,3,3.0,3.0.1,3.0.1,3.0.1,3.0.1,3.0.1
1365,ocds-591adf-3903097607,3,3.0,3.0.2,3.0.2.1,3.0.2.1,3.0.2.1,3.0.2.1
1366,ocds-591adf-0848679252,3,3.0,3.0.0,3.0.0.3,3.0.0.3.3,3.0.0.3.3,3.0.0.3.3
1367,ocds-591adf-9773101959,3,3.0,3.0.2,3.0.2.0,3.0.2.0.1,3.0.2.0.1,3.0.2.0.1
1368,ocds-591adf-3037303443,3,3.0,3.0.1,3.0.1,3.0.1,3.0.1,3.0.1
1369,ocds-591adf-4460143117,3,3.0,3.0.0,3.0.0.1,3.0.0.1,3.0.0.1,3.0.0.1
1370,ocds-591adf-4314867939,3,3.0,3.0.2,3.0.2.0,3.0.2.0.1,3.0.2.0.1,3.0.2.0.1
1371,ocds-591adf-5433801589,3,3.0,3.0.2,3.0.2.0,3.0.2.0.1,3.0.2.0.1,3.0.2.0.1
1372,ocds-591adf-9062421271,3,3.0,3.0.1,3.0.1,3.0.1,3.0.1,3.0.1
1373,ocds-591adf-9306039169,3,3.0,3.0.0,3.0.0.4,3.0.0.4.0,3.0.0.4.0,3.0.0.4.0
1374,ocds-591adf-1177779538,0,0.0,0.0.0,0.0.0.0,0.0.0.0.2,0.0.0.0.2.1,0.0.0.0.2.1
1375,ocds-591adf-8700327622,4,4.1,4.1.0,4.1.0.1,4.1.0.1.1,4.1.0.1.1.0,4.1.0.1.1.0
1376,ocds-591adf-3822580249,0,0.3,0.3.1,0.3.1.0,0.3.1.0,0.3.1.0,0.3.1.0
1377,ocds-591adf-3762588852,0,0.0,0.0.0,0.0.0.0,0.0.0.0.1,0.0.0.0.1.0,0.0.0.0.1.0.0
1378,ocds-591adf-6460579184,0,0.3,0.3.2,0.3.2.0,0.3.2.0.1,0.3.2.0.1,0.3.2.0.1
1379,ocds-591adf-7143693099,0,0.0,0.0.0,0.0.0.1,0.0.0.1.1,0.0.0.1.1,0.0.0.1.1
1380,ocds-591adf-3234824350,4,4.1,4.1.1,4.1.1.1,4.1.1.1.0,4.1.1.1.0,4.1.1.1.0
1381,ocds-591adf-5579407168,4,4.0,4.0.1,4.0.1.2,4.0.1.2.0,4.0.1.2.0,4.0.1.2.0
1382,ocds-591adf-8152849352,4,4.1,4.1.0,4.1.0.3,4.1.0.3.1,4.1.0.3.1,4.1.0.3.1
1383,ocds-591adf-7121914031,4,4.1,4.1.2,4.1.2,4.1.2,4.1.2,4.1.2
1384,ocds-591adf-4180129773,4,4.0,4.0.1,4.0.1.2,4.0.1.2.1,4.0.1.2.1,4.0.1.2.1
1385,ocds-591adf-6349675951,0,0.0,0.0.0,0.0.0.0,0.0.0.0.0,0.0.0.0.0.1,0.0.0.0.0.1
1386,ocds-591adf-0272793826,0,0.0,0.0.7,0.0.7.2,0.0.7.2.0,0.0.7.2.0,0.0.7.2.0
1387,ocds-591adf-6116103360,0,0.1,0.1.0,0.1.0.0,0.1.0.0.1,0.1.0.0.1,0.1.0.0.1
1388,ocds-591adf-7892747625,0,0.0,0.0.0,0.0.0.2,0.0.0.2.0,0.0.0.2.0,0.0.0.2.0
1389,ocds-591adf-4828324785,0,0.0,0.0.9,0.0.9.0,0.0.9.0.0,0.0.9.0.0,0.0.9.0.0
1390,ocds-591adf-4234090645,0,0.0,0.0.9,0.0.9.0,0.0.9.0.0,0.0.9.0.0,0.0.9.0.0
1391,ocds-591adf-6062199430,0,0.0,0.0.0,0.0.0.0,0.0.0.0.2,0.0.0.0.2.2,0.0.0.0.2.2.0
1392,ocds-591adf-0302852534,0,0.0,0.0.0,0.0.0.1,0.0.0.1.1,0.0.0.1.1,0.0.0.1.1
1393,ocds-591adf-3760122620,0,0.0,0.0.0,0.0.0.0,0.0.0.0.2,0.0.0.0.2.0,0.0.0.0.2.0
1394,ocds-591adf-4010782709,3,3.0,3.0.0,3.0.0.0,3.0.0.0.0,3.0.0.0.0.0,3.0.0.0.0.0
1395,ocds-591adf-2175879797,0,0.0,0.0.11,0.0.11.2,0.0.11.2,0.0.11.2,0.0.11.2
1396,ocds-591adf-8521934512,4,4.1,4.1.1,4.1.1.0,4.1.1.0,4.1.1.0,4.1.1.0
1397,ocds-591adf-2307327948,0,0.4,0.4.1,0.4.1.2,0.4.1.2,0.4.1.2,0.4.1.2
1398,ocds-591adf-4406043787,0,0.6,0.6.2,0.6.2,0.6.2,0.6.2,0.6.2
1399,ocds-591adf-1717538716,0,0.8,0.8.2,0.8.2,0.8.2,0.8.2,0.8.2
1400,ocds-591adf-1510528295,0,0.0,0.0.7,0.0.7.4,0.0.7.4,0.0.7.4,0.0.7.4
1401,ocds-591adf-2931775270,0,0.4,0.4.1,0.4.1.2,0.4.1.2,0.4.1.2,0.4.1.2
1402,ocds-591adf-5685445366,0,0.8,0.8.0,0.8.0.0,0.8.0.0,0.8.0.0,0.8.0.0
1403,ocds-591adf-0100189184,0,0.0,0.0.4,0.0.4.0,0.0.4.0.0,0.0.4.0.0,0.0.4.0.0
1404,ocds-591adf-8525037580,16,16,16,16,16,16,16
1405,ocds-591adf-5527410295,16,16,16,16,16,16,16
1406,ocds-591adf-4270474629,0,0.0,0.0.9,0.0.9.1,0.0.9.1.0,0.0.9.1.0,0.0.9.1.0
1407,ocds-591adf-2126098674,0,0.3,0.3.4,0.3.4.1,0.3.4.1,0.3.4.1,0.3.4.1
1408,ocds-591adf-0976678795,0,0.2,0.2.0,0.2.0.0,0.2.0.0,0.2.0.0,0.2.0.0
1409,ocds-591adf-1594835240,4,4.1,4.1.2,4.1.2,4.1.2,4.1.2,4.1.2
1410,ocds-591adf-8120227611,4,4.1,4.1.1,4.1.1.0,4.1.1.0,4.1.1.0,4.1.1.0
1411,ocds-591adf-4837532873,4,4.0,4.0.1,4.0.1.0,4.0.1.0.0,4.0.1.0.0.1,4.0.1.0.0.1
1412,ocds-591adf-4789221573,4,4.1,4.1.1,4.1.1.1,4.1.1.1.1,4.1.1.1.1,4.1.1.1.1
1413,ocds-591adf-4049230261,0,0.0,0.0.0,0.0.0.0,0.0.0.0.1,0.0.0.0.1.1,0.0.0.0.1.1
1414,ocds-591adf-4207666738,5,5.1,5.1,5.1,5.1,5.1,5.1
1415,ocds-591adf-9593858126,3,3.5,3.5.3,3.5.3,3.5.3,3.5.3,3.5.3
1416,ocds-591adf-8944461550,11,11,11,11,11,11,11
1417,ocds-591adf-7372770080,1,1.0,1.0.1,1.0.1,1.0.1,1.0.1,1.0.1
1418,ocds-591adf-3986673209,4,4.0,4.0.1,4.0.1.0,4.0.1.0.1,4.0.1.0.1.0,4.0.1.0.1.0
1419,ocds-591adf-3149266819,4,4.0,4.0.1,4.0.1.0,4.0.1.0.0,4.0.1.0.0.1,4.0.1.0.0.1
1420,ocds-591adf-4370005060,0,0.3,0.3.2,0.3.2.0,0.3.2.0.0,0.3.2.0.0,0.3.2.0.0
1421,ocds-591adf-2024220770,0,0.8,0.8.1,0.8.1.1,0.8.1.1,0.8.1.1,0.8.1.1
1422,ocds-591adf-8090982720,4,4.1,4.1.1,4.1.1.1,4.1.1.1.0,4.1.1.1.0,4.1.1.1.0
1423,ocds-591adf-1454401801,4,4.1,4.1.2,4.1.2,4.1.2,4.1.2,4.1.2
1424,ocds-591adf-7068014216,4,4.1,4.1.1,4.1.1.0,4.1.1.0,4.1.1.0,4.1.1.0
1425,ocds-591adf-9914903289,4,4.1,4.1.1,4.1.1.1,4.1.1.1.0,4.1.1.1.0,4.1.1.1.0
1426,ocds-591adf-2015681219,4,4.1,4.1.0,4.1.0.2,4.1.0.2.2,4.1.0.2.2,4.1.0.2.2
1427,ocds-591adf-6886084452,4,4.1,4.1.0,4.1.0.2,4.1.0.2.1,4.1.0.2.1,4.1.0.2.1
1428,ocds-591adf-7433399809,4,4.1,4.1.0,4.1.0.2,4.1.0.2.3,4.1.0.2.3,4.1.0.2.3
1429,ocds-591adf-6477149327,4,4.0,4.0.1,4.0.1.0,4.0.1.0.0,4.0.1.0.0.1,4.0.1.0.0.1
1430,ocds-591adf-6265815339,0,0.2,0.2.0,0.2.0.0,0.2.0.0,0.2.0.0,0.2.0.0
1431,ocds-591adf-8459966788,4,4.1,4.1.0,4.1.0.2,4.1.0.2.2,4.1.0.2.2,4.1.0.2.2
1432,ocds-591adf-1596285788,4,4.1,4.1.1,4.1.1.1,4.1.1.1.0,4.1.1.1.0,4.1.1.1.0
1433,ocds-591adf-9855163235,4,4.0,4.0.0,4.0.0.1,4.0.0.1,4.0.0.1,4.0.0.1
1434,ocds-591adf-9619723902,0,0.0,0.0.11,0.0.11.1,0.0.11.1,0.0.11.1,0.0.11.1
1435,ocds-591adf-0842774436,0,0.6,0.6.1,0.6.1,0.6.1,0.6.1,0.6.1
1436,ocds-591adf-8913086018,4,4.0,4.0.1,4.0.1.0,4.0.1.0.1,4.0.1.0.1.1,4.0.1.0.1.1
1437,ocds-591adf-4284433444,4,4.0,4.0.1,4.0.1.1,4.0.1.1,4.0.1.1,4.0.1.1
1438,ocds-591adf-8376312952,4,4.0,4.0.1,4.0.1.1,4.0.1.1,4.0.1.1,4.0.1.1
1439,ocds-591adf-7785339907,0,0.3,0.3.2,0.3.2.0,0.3.2.0.0,0.3.2.0.0,0.3.2.0.0
1440,ocds-591adf-0311756882,0,0.8,0.8.0,0.8.0.0,0.8.0.0,0.8.0.0,0.8.0.0
1441,ocds-591adf-0475780199,4,4.1,4.1.2,4.1.2,4.1.2,4.1.2,4.1.2
1442,ocds-591adf-4484816003,4,4.0,4.0.1,4.0.1.0,4.0.1.0.1,4.0.1.0.1.0,4.0.1.0.1.0
1443,ocds-591adf-4290386059,4,4.0,4.0.1,4.0.1.1,4.0.1.1,4.0.1.1,4.0.1.1
1444,ocds-591adf-2078279301,0,0.5,0.5.2,0.5.2,0.5.2,0.5.2,0.5.2
1445,ocds-591adf-3137703237,0,0.5,0.5.2,0.5.2,0.5.2,0.5.2,0.5.2
1446,ocds-591adf-2610580215,4,4.0,4.0.1,4.0.1.0,4.0.1.0.0,4.0.1.0.0.0,4.0.1.0.0.0.0
1447,ocds-591adf-4525917050,4,4.1,4.1.1,4.1.1.1,4.1.1.1.0,4.1.1.1.0,4.1.1.1.0
1448,ocds-591adf-4743918819,0,0.8,0.8.1,0.8.1.1,0.8.1.1,0.8.1.1,0.8.1.1
1449,ocds-591adf-4363752292,3,3.2,3.2.2,3.2.2,3.2.2,3.2.2,3.2.2
1450,ocds-591adf-2767980529,7,7.0,7.0,7.0,7.0,7.0,7.0
1451,ocds-591adf-9532496828,3,3.0,3.0.0,3.0.0.4,3.0.0.4.2,3.0.0.4.2,3.0.0.4.2
1452,ocds-591adf-4282669265,3,3.0,3.0.0,3.0.0.4,3.0.0.4.2,3.0.0.4.2,3.0.0.4.2
1453,ocds-591adf-7476483428,3,3.2,3.2.2,3.2.2,3.2.2,3.2.2,3.2.2
1454,ocds-591adf-4498305521,3,3.2,3.2.3,3.2.3,3.2.3,3.2.3,3.2.3
1455,ocds-591adf-9115409558,3,3.2,3.2.3,3.2.3,3.2.3,3.2.3,3.2.3
1456,ocds-591adf-7829938225,3,3.2,3.2.0,3.2.0.1,3.2.0.1.0,3.2.0.1.0,3.2.0.1.0
1457,ocds-591adf-1249445888,3,3.2,3.2.0,3.2.0.1,3.2.0.1.0,3.2.0.1.0,3.2.0.1.0
1458,ocds-591adf-3119260709,4,4.2,4.2,4.2,4.2,4.2,4.2
1459,ocds-591adf-8293568781,4,4.2,4.2,4.2,4.2,4.2,4.2
1460,ocds-591adf-0682153656,4,4.2,4.2,4.2,4.2,4.2,4.2
1461,ocds-591adf-0020404818,15,15,15,15,15,15,15
1462,ocds-591adf-8398776486,4,4.3,4.3,4.3,4.3,4.3,4.3
1463,ocds-591adf-9932168781,4,4.2,4.2,4.2,4.2,4.2,4.2
1464,ocds-591adf-6547895805,3,3.3,3.3.1,3.3.1.0,3.3.1.0,3.3.1.0,3.3.1.0
1465,ocds-591adf-8487663899,3,3.0,3.0.0,3.0.0.3,3.0.0.3.1,3.0.0.3.1,3.0.0.3.1
1466,ocds-591adf-1926725137,3,3.3,3.3.2,3.3.2,3.3.2,3.3.2,3.3.2
1467,ocds-591adf-9506474994,3,3.2,3.2.1,3.2.1,3.2.1,3.2.1,3.2.1
1468,ocds-591adf-5096812350,3,3.2,3.2.2,3.2.2,3.2.2,3.2.2,3.2.2
1469,ocds-591adf-1188759602,3,3.2,3.2.0,3.2.0.0,3.2.0.0,3.2.0.0,3.2.0.0
1470,ocds-591adf-7650565205,7,7.0,7.0,7.0,7.0,7.0,7.0
1471,ocds-591adf-5459637590,3,3.2,3.2.3,3.2.3,3.2.3,3.2.3,3.2.3
1472,ocds-591adf-9269181621,3,3.2,3.2.3,3.2.3,3.2.3,3.2.3,3.2.3
1473,ocds-591adf-0684176653,3,3.3,3.3.0,3.3.0,3.3.0,3.3.0,3.3.0
1474,ocds-591adf-1649970298,3,3.3,3.3.0,3.3.0,3.3.0,3.3.0,3.3.0
1475,ocds-591adf-8260381254,3,3.3,3.3.0,3.3.0,3.3.0,3.3.0,3.3.0
1476,ocds-591adf-9292872653,3,3.1,3.1.6,3.1.6.1,3.1.6.1,3.1.6.1,3.1.6.1
1477,ocds-591adf-0781697699,3,3.2,3.2.0,3.2.0.0,3.2.0.0,3.2.0.0,3.2.0.0
1478,ocds-591adf-5576431527,4,4.2,4.2,4.2,4.2,4.2,4.2
1479,ocds-591adf-6442841974,4,4.3,4.3,4.3,4.3,4.3,4.3
1480,ocds-591adf-8797519591,4,4.2,4.2,4.2,4.2,4.2,4.2
1481,ocds-591adf-7492015340,4,4.2,4.2,4.2,4.2,4.2,4.2
1482,ocds-591adf-4091289998,4,4.2,4.2,4.2,4.2,4.2,4.2
1483,ocds-591adf-0143682044,4,4.2,4.2,4.2,4.2,4.2,4.2
1484,ocds-591adf-5128040886,4,4.2,4.2,4.2,4.2,4.2,4.2
1485,ocds-591adf-7013278443,4,4.2,4.2,4.2,4.2,4.2,4.2
1486,ocds-591adf-9352317451,3,3.0,3.0.0,3.0.0.2,3.0.0.2.1,3.0.0.2.1,3.0.0.2.1
1487,ocds-591adf-9423984040,3,3.0,3.0.0,3.0.0.3,3.0.0.3.1,3.0.0.3.1,3.0.0.3.1
1488,ocds-591adf-6393096610,3,3.6,3.6.1,3.6.1,3.6.1,3.6.1,3.6.1
1489,ocds-591adf-1226071359,3,3.1,3.1.6,3.1.6.1,3.1.6.1,3.1.6.1,3.1.6.1
1490,ocds-591adf-9251512174,4,4.1,4.1.0,4.1.0.1,4.1.0.1.0,4.1.0.1.0,4.1.0.1.0
1491,ocds-591adf-0469490625,4,4.0,4.0.1,4.0.1.0,4.0.1.0.1,4.0.1.0.1.1,4.0.1.0.1.1
1492,ocds-591adf-3469180455,7,7.0,7.0,7.0,7.0,7.0,7.0
1493,ocds-591adf-9981564942,0,0.6,0.6.0,0.6.0,0.6.0,0.6.0,0.6.0
1494,ocds-591adf-5442186007,7,7.0,7.0,7.0,7.0,7.0,7.0
1495,ocds-591adf-6921063233,0,0.0,0.0.0,0.0.0.2,0.0.0.2.0,0.0.0.2.0,0.0.0.2.0
