,ocid,Level_00,Level_01,Level_02,Level_03,Level_04,Level_05,Level_06
311,ocds-591adf-7093724510,9,9.2,9.2.1,9.2.1,9.2.1,9.2.1,9.2.1
312,ocds-591adf-0635276485,9,9.2,9.2.1,9.2.1,9.2.1,9.2.1,9.2.1
313,ocds-591adf-0282645522,8,8.1,8.1.2,8.1.2.1,8.1.2.1,8.1.2.1,8.1.2.1
314,ocds-591adf-5921220238,8,8.1,8.1.3,8.1.3.1,8.1.3.1,8.1.3.1,8.1.3.1
315,ocds-591adf-2790333610,8,8.1,8.1.0,8.1.0.0,8.1.0.0.0,8.1.0.0.0.0,8.1.0.0.0.0
316,ocds-591adf-1682951682,8,8.1,8.1.0,8.1.0.0,8.1.0.0.0,8.1.0.0.0.1,8.1.0.0.0.1.1
317,ocds-591adf-5472217079,9,9.2,9.2.0,9.2.0.0,9.2.0.0,9.2.0.0,9.2.0.0
318,ocds-591adf-6387856838,0,0.7,0.7.2,0.7.2.1,0.7.2.1,0.7.2.1,0.7.2.1
319,ocds-591adf-6781195714,0,0.10,0.10,0.10,0.10,0.10,0.10
320,ocds-591adf-3525416018,0,0.1,0.1.0,0.1.0.0,0.1.0.0.0,0.1.0.0.0,0.1.0.0.0
321,ocds-591adf-4778033815,0,0.1,0.1.1,0.1.1.1,0.1.1.1.0,0.1.1.1.0.0,0.1.1.1.0.0
322,ocds-591adf-4684953346,0,0.1,0.1.1,0.1.1.1,0.1.1.1.1,0.1.1.1.1.0,0.1.1.1.1.0
323,ocds-591adf-0452027420,0,0.1,0.1.0,0.1.0.1,0.1.0.1,0.1.0.1,0.1.0.1
324,ocds-591adf-0725247752,3,3.1,3.1.1,3.1.1.2,3.1.1.2.0,3.1.1.2.0,3.1.1.2.0
325,ocds-591adf-1653821228,3,3.1,3.1.1,3.1.1.2,3.1.1.2.0,3.1.1.2.0,3.1.1.2.0
326,ocds-591adf-4278971256,3,3.1,3.1.1,3.1.1.3,3.1.1.3,3.1.1.3,3.1.1.3
327,ocds-591adf-3291421710,0,0.8,0.8.2,0.8.2,0.8.2,0.8.2,0.8.2
328,ocds-591adf-6782493746,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
329,ocds-591adf-1773665671,1,1.1,1.1.1,1.1.1.0,1.1.1.0,1.1.1.0,1.1.1.0
330,ocds-591adf-3732969455,9,9.0,9.0.2,9.0.2,9.0.2,9.0.2,9.0.2
331,ocds-591adf-9547768832,9,9.0,9.0.0,9.0.0.0,9.0.0.0,9.0.0.0,9.0.0.0
332,ocds-591adf-5877840504,0,0.1,0.1.0,0.1.0.1,0.1.0.1,0.1.0.1,0.1.0.1
333,ocds-591adf-2461556641,3,3.1,3.1.4,3.1.4.1,3.1.4.1,3.1.4.1,3.1.4.1
334,ocds-591adf-9793996799,3,3.1,3.1.2,3.1.2.0,3.1.2.0,3.1.2.0,3.1.2.0
335,ocds-591adf-3398398402,0,0.8,0.8.1,0.8.1.1,0.8.1.1,0.8.1.1,0.8.1.1
336,ocds-591adf-5670442428,3,3.4,3.4.2,3.4.2,3.4.2,3.4.2,3.4.2
337,ocds-591adf-3232099165,3,3.4,3.4.0,3.4.0.0,3.4.0.0,3.4.0.0,3.4.0.0
338,ocds-591adf-5864859645,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
339,ocds-591adf-1446070394,3,3.5,3.5.0,3.5.0,3.5.0,3.5.0,3.5.0
340,ocds-591adf-3025980849,0,0.8,0.8.1,0.8.1.0,0.8.1.0,0.8.1.0,0.8.1.0
341,ocds-591adf-9581547683,2,2.2,2.2.0,2.2.0.0,2.2.0.0,2.2.0.0,2.2.0.0
342,ocds-591adf-1623268944,2,2.2,2.2.2,2.2.2,2.2.2,2.2.2,2.2.2
343,ocds-591adf-1468696395,0,0.1,0.1.1,0.1.1.2,0.1.1.2,0.1.1.2,0.1.1.2
344,ocds-591adf-3282184821,0,0.1,0.1.1,0.1.1.1,0.1.1.1.1,0.1.1.1.1.0,0.1.1.1.1.0
345,ocds-591adf-8006566420,0,0.3,0.3.2,0.3.2.3,0.3.2.3.0,0.3.2.3.0,0.3.2.3.0
346,ocds-591adf-2929284826,0,0.3,0.3.2,0.3.2.3,0.3.2.3.0,0.3.2.3.0,0.3.2.3.0
347,ocds-591adf-3868054894,0,0.3,0.3.2,0.3.2.3,0.3.2.3.1,0.3.2.3.1,0.3.2.3.1
348,ocds-591adf-9952953820,13,13.2,13.2,13.2,13.2,13.2,13.2
349,ocds-591adf-4655560553,13,13.3,13.3,13.3,13.3,13.3,13.3
350,ocds-591adf-8292727807,0,0.0,0.0.0,0.0.0.0,0.0.0.0.1,0.0.0.0.1.2,0.0.0.0.1.2
351,ocds-591adf-5187167862,4,4.0,4.0.1,4.0.1.0,4.0.1.0.0,4.0.1.0.0.1,4.0.1.0.0.1
352,ocds-591adf-9585889698,4,4.1,4.1.0,4.1.0.1,4.1.0.1.0,4.1.0.1.0,4.1.0.1.0
353,ocds-591adf-0794043416,3,3.2,3.2.3,3.2.3,3.2.3,3.2.3,3.2.3
354,ocds-591adf-7956236667,3,3.2,3.2.3,3.2.3,3.2.3,3.2.3,3.2.3
355,ocds-591adf-0818116201,4,4.0,4.0.1,4.0.1.0,4.0.1.0.0,4.0.1.0.0.0,4.0.1.0.0.0.0
356,ocds-591adf-6447452213,3,3.5,3.5.3,3.5.3,3.5.3,3.5.3,3.5.3
357,ocds-591adf-2708910949,8,8.3,8.3.0,8.3.0,8.3.0,8.3.0,8.3.0
358,ocds-591adf-1728453156,3,3.2,3.2.3,3.2.3,3.2.3,3.2.3,3.2.3
359,ocds-591adf-2173819973,4,4.1,4.1.0,4.1.0.1,4.1.0.1.2,4.1.0.1.2,4.1.0.1.2
360,ocds-591adf-8829493091,4,4.0,4.0.0,4.0.0.0,4.0.0.0,4.0.0.0,4.0.0.0
361,ocds-591adf-5573905643,4,4.0,4.0.0,4.0.0.0,4.0.0.0,4.0.0.0,4.0.0.0
362,ocds-591adf-2914071981,4,4.1,4.1.2,4.1.2,4.1.2,4.1.2,4.1.2
363,ocds-591adf-8309911494,4,4.0,4.0.1,4.0.1.0,4.0.1.0.1,4.0.1.0.1.0,4.0.1.0.1.0
364,ocds-591adf-2354828177,4,4.0,4.0.1,4.0.1.2,4.0.1.2.1,4.0.1.2.1,4.0.1.2.1
365,ocds-591adf-4532921009,4,4.1,4.1.0,4.1.0.1,4.1.0.1.2,4.1.0.1.2,4.1.0.1.2
366,ocds-591adf-6884489067,4,4.0,4.0.0,4.0.0.0,4.0.0.0,4.0.0.0,4.0.0.0
367,ocds-591adf-1212255351,4,4.0,4.0.0,4.0.0.0,4.0.0.0,4.0.0.0,4.0.0.0
368,ocds-591adf-6159269475,4,4.1,4.1.2,4.1.2,4.1.2,4.1.2,4.1.2
369,ocds-591adf-0329969692,4,4.0,4.0.0,4.0.0.1,4.0.0.1,4.0.0.1,4.0.0.1
370,ocds-591adf-7876582028,4,4.1,4.1.1,4.1.1.0,4.1.1.0,4.1.1.0,4.1.1.0
371,ocds-591adf-9614633875,4,4.1,4.1.0,4.1.0.2,4.1.0.2.2,4.1.0.2.2,4.1.0.2.2
372,ocds-591adf-4126162216,4,4.1,4.1.0,4.1.0.2,4.1.0.2.2,4.1.0.2.2,4.1.0.2.2
373,ocds-591adf-1646757982,4,4.1,4.1.0,4.1.0.2,4.1.0.2.3,4.1.0.2.3,4.1.0.2.3
374,ocds-591adf-9279619856,4,4.1,4.1.0,4.1.0.2,4.1.0.2.1,4.1.0.2.1,4.1.0.2.1
375,ocds-591adf-0195471540,4,4.0,4.0.1,4.0.1.2,4.0.1.2.1,4.0.1.2.1,4.0.1.2.1
376,ocds-591adf-4256986882,4,4.0,4.0.1,4.0.1.2,4.0.1.2.1,4.0.1.2.1,4.0.1.2.1
377,ocds-591adf-6223535439,4,4.0,4.0.1,4.0.1.0,4.0.1.0.1,4.0.1.0.1.0,4.0.1.0.1.0
378,ocds-591adf-9513647951,4,4.0,4.0.1,4.0.1.2,4.0.1.2.1,4.0.1.2.1,4.0.1.2.1
379,ocds-591adf-8291017548,3,3.2,3.2.0,3.2.0.1,3.2.0.1.1,3.2.0.1.1,3.2.0.1.1
380,ocds-591adf-4340569465,3,3.2,3.2.3,3.2.3,3.2.3,3.2.3,3.2.3
381,ocds-591adf-9069819553,3,3.2,3.2.0,3.2.0.1,3.2.0.1.1,3.2.0.1.1,3.2.0.1.1
382,ocds-591adf-7392078072,3,3.2,3.2.3,3.2.3,3.2.3,3.2.3,3.2.3
383,ocds-591adf-7668743788,7,7.1,7.1,7.1,7.1,7.1,7.1
384,ocds-591adf-7019279020,7,7.0,7.0,7.0,7.0,7.0,7.0
385,ocds-591adf-7373772636,7,7.0,7.0,7.0,7.0,7.0,7.0
386,ocds-591adf-9671561394,7,7.0,7.0,7.0,7.0,7.0,7.0
387,ocds-591adf-4394332202,7,7.0,7.0,7.0,7.0,7.0,7.0
388,ocds-591adf-2673437920,4,4.2,4.2,4.2,4.2,4.2,4.2
389,ocds-591adf-7742398126,4,4.2,4.2,4.2,4.2,4.2,4.2
390,ocds-591adf-3522869491,4,4.2,4.2,4.2,4.2,4.2,4.2
391,ocds-591adf-6223009974,4,4.2,4.2,4.2,4.2,4.2,4.2
392,ocds-591adf-9274016935,4,4.2,4.2,4.2,4.2,4.2,4.2
393,ocds-591adf-6550040376,4,4.3,4.3,4.3,4.3,4.3,4.3
394,ocds-591adf-9797336341,4,4.2,4.2,4.2,4.2,4.2,4.2
395,ocds-591adf-0865738708,,,,,,,
396,ocds-591adf-3298436391,4,4.2,4.2,4.2,4.2,4.2,4.2
397,ocds-591adf-6045242845,4,4.2,4.2,4.2,4.2,4.2,4.2
398,ocds-591adf-3987260466,4,4.2,4.2,4.2,4.2,4.2,4.2
399,ocds-591adf-1707765023,4,4.2,4.2,4.2,4.2,4.2,4.2
400,ocds-591adf-3232596076,3,3.0,3.0.0,3.0.0.3,3.0.0.3.3,3.0.0.3.3,3.0.0.3.3
401,ocds-591adf-8754689107,3,3.0,3.0.0,3.0.0.1,3.0.0.1,3.0.0.1,3.0.0.1
402,ocds-591adf-0384305176,3,3.3,3.3.1,3.3.1.0,3.3.1.0,3.3.1.0,3.3.1.0
403,ocds-591adf-6586431002,3,3.0,3.0.0,3.0.0.2,3.0.0.2.1,3.0.0.2.1,3.0.0.2.1
404,ocds-591adf-9772125463,3,3.0,3.0.0,3.0.0.1,3.0.0.1,3.0.0.1,3.0.0.1
405,ocds-591adf-4593039624,3,3.0,3.0.0,3.0.0.2,3.0.0.2.1,3.0.0.2.1,3.0.0.2.1
406,ocds-591adf-7183003194,3,3.6,3.6.0,3.6.0,3.6.0,3.6.0,3.6.0
407,ocds-591adf-6598130484,0,0.4,0.4.0,0.4.0.1,0.4.0.1,0.4.0.1,0.4.0.1
408,ocds-591adf-0131932458,0,0.3,0.3.3,0.3.3,0.3.3,0.3.3,0.3.3
409,ocds-591adf-9860696363,3,3.0,3.0.1,3.0.1,3.0.1,3.0.1,3.0.1
410,ocds-591adf-8165050847,3,3.0,3.0.0,3.0.0.0,3.0.0.0.1,3.0.0.0.1.1,3.0.0.0.1.1
411,ocds-591adf-3579530129,3,3.0,3.0.0,3.0.0.3,3.0.0.3.1,3.0.0.3.1,3.0.0.3.1
412,ocds-591adf-2129008362,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
413,ocds-591adf-8649797663,0,0.0,0.0.4,0.0.4.2,0.0.4.2.1,0.0.4.2.1,0.0.4.2.1
414,ocds-591adf-2512096783,0,0.3,0.3.4,0.3.4.0,0.3.4.0.1,0.3.4.0.1,0.3.4.0.1
415,ocds-591adf-6269628288,3,3.1,3.1.3,3.1.3.0,3.1.3.0,3.1.3.0,3.1.3.0
416,ocds-591adf-8410434628,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
417,ocds-591adf-3967759096,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
418,ocds-591adf-8389267165,3,3.0,3.0.2,3.0.2.0,3.0.2.0.1,3.0.2.0.1,3.0.2.0.1
419,ocds-591adf-2442991544,3,3.0,3.0.2,3.0.2.0,3.0.2.0.1,3.0.2.0.1,3.0.2.0.1
420,ocds-591adf-7072066225,3,3.0,3.0.2,3.0.2.0,3.0.2.0.1,3.0.2.0.1,3.0.2.0.1
421,ocds-591adf-0858102407,0,0.0,0.0.9,0.0.9.0,0.0.9.0.0,0.0.9.0.0,0.0.9.0.0
422,ocds-591adf-1098953613,3,3.0,3.0.1,3.0.1,3.0.1,3.0.1,3.0.1
423,ocds-591adf-4936090412,3,3.0,3.0.1,3.0.1,3.0.1,3.0.1,3.0.1
424,ocds-591adf-4060184798,3,3.0,3.0.0,3.0.0.3,3.0.0.3.0,3.0.0.3.0.0,3.0.0.3.0.0
425,ocds-591adf-6914808285,3,3.0,3.0.0,3.0.0.4,3.0.0.4.1,3.0.0.4.1,3.0.0.4.1
426,ocds-591adf-0196832200,3,3.0,3.0.1,3.0.1,3.0.1,3.0.1,3.0.1
427,ocds-591adf-5679260083,3,3.0,3.0.0,3.0.0.4,3.0.0.4.0,3.0.0.4.0,3.0.0.4.0
428,ocds-591adf-6802373800,3,3.0,3.0.2,3.0.2.2,3.0.2.2,3.0.2.2,3.0.2.2
429,ocds-591adf-9524747307,8,8.1,8.1.1,8.1.1.1,8.1.1.1.0,8.1.1.1.0,8.1.1.1.0
430,ocds-591adf-3604158543,3,3.0,3.0.2,3.0.2.1,3.0.2.1,3.0.2.1,3.0.2.1
431,ocds-591adf-2132329479,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
432,ocds-591adf-2727436983,3,3.0,3.0.2,3.0.2.1,3.0.2.1,3.0.2.1,3.0.2.1
433,ocds-591adf-3251239997,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
434,ocds-591adf-4777602941,1,1.0,1.0.1,1.0.1,1.0.1,1.0.1,1.0.1
435,ocds-591adf-3339136956,8,8.0,8.0.0,8.0.0,8.0.0,8.0.0,8.0.0
436,ocds-591adf-3096170926,8,8.1,8.1.3,8.1.3.1,8.1.3.1,8.1.3.1,8.1.3.1
437,ocds-591adf-6209593883,8,8.1,8.1.1,8.1.1.1,8.1.1.1.0,8.1.1.1.0,8.1.1.1.0
438,ocds-591adf-7968305907,8,8.1,8.1.1,8.1.1.1,8.1.1.1.0,8.1.1.1.0,8.1.1.1.0
439,ocds-591adf-7411546128,1,1.1,1.1.0,1.1.0.0,1.1.0.0,1.1.0.0,1.1.0.0
440,ocds-591adf-1465592851,8,8.1,8.1.0,8.1.0.1,8.1.0.1.1,8.1.0.1.1,8.1.0.1.1
441,ocds-591adf-8841944380,8,8.1,8.1.0,8.1.0.1,8.1.0.1.1,8.1.0.1.1,8.1.0.1.1
442,ocds-591adf-5502075847,8,8.0,8.0.1,8.0.1,8.0.1,8.0.1,8.0.1
443,ocds-591adf-9572710160,1,1.1,1.1.0,1.1.0.0,1.1.0.0,1.1.0.0,1.1.0.0
444,ocds-591adf-2429560565,1,1.1,1.1.2,1.1.2,1.1.2,1.1.2,1.1.2
445,ocds-591adf-5852837933,1,1.1,1.1.2,1.1.2,1.1.2,1.1.2,1.1.2
446,ocds-591adf-6952213166,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
447,ocds-591adf-2380665573,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
448,ocds-591adf-3071501652,1,1.1,1.1.0,1.1.0.0,1.1.0.0,1.1.0.0,1.1.0.0
449,ocds-591adf-1038726743,1,1.1,1.1.0,1.1.0.1,1.1.0.1,1.1.0.1,1.1.0.1
450,ocds-591adf-6181255605,1,1.1,1.1.0,1.1.0.1,1.1.0.1,1.1.0.1,1.1.0.1
451,ocds-591adf-6235180849,8,8.3,8.3.0,8.3.0,8.3.0,8.3.0,8.3.0
452,ocds-591adf-5133948327,0,0.1,0.1.0,0.1.0.1,0.1.0.1,0.1.0.1,0.1.0.1
453,ocds-591adf-1090030190,3,3.0,3.0.2,3.0.2.1,3.0.2.1,3.0.2.1,3.0.2.1
454,ocds-591adf-3927311570,9,9.2,9.2.1,9.2.1,9.2.1,9.2.1,9.2.1
455,ocds-591adf-9405332913,8,8.0,8.0.1,8.0.1,8.0.1,8.0.1,8.0.1
456,ocds-591adf-8059662450,9,9.0,9.0.0,9.0.0.1,9.0.0.1,9.0.0.1,9.0.0.1
457,ocds-591adf-0856180292,9,9.0,9.0.0,9.0.0.1,9.0.0.1,9.0.0.1,9.0.0.1
458,ocds-591adf-2747761504,8,8.2,8.2.1,8.2.1.1,8.2.1.1.0,8.2.1.1.0,8.2.1.1.0
459,ocds-591adf-4212136752,9,9.0,9.0.0,9.0.0.1,9.0.0.1,9.0.0.1,9.0.0.1
460,ocds-591adf-3477938306,9,9.0,9.0.0,9.0.0.1,9.0.0.1,9.0.0.1,9.0.0.1
461,ocds-591adf-6679678599,9,9.0,9.0.0,9.0.0.1,9.0.0.1,9.0.0.1,9.0.0.1
462,ocds-591adf-3939357031,9,9.2,9.2.1,9.2.1,9.2.1,9.2.1,9.2.1
463,ocds-591adf-2529047700,9,9.2,9.2.1,9.2.1,9.2.1,9.2.1,9.2.1
464,ocds-591adf-3556619129,9,9.2,9.2.1,9.2.1,9.2.1,9.2.1,9.2.1
465,ocds-591adf-8058401040,9,9.2,9.2.1,9.2.1,9.2.1,9.2.1,9.2.1
466,ocds-591adf-9477584062,9,9.2,9.2.0,9.2.0.1,9.2.0.1,9.2.0.1,9.2.0.1
467,ocds-591adf-0274601496,0,0.1,0.1.0,0.1.0.0,0.1.0.0.0,0.1.0.0.0,0.1.0.0.0
468,ocds-591adf-0578902365,3,3.1,3.1.6,3.1.6.0,3.1.6.0,3.1.6.0,3.1.6.0
469,ocds-591adf-3068184322,13,13.0,13.0,13.0,13.0,13.0,13.0
470,ocds-591adf-9434640219,13,13.1,13.1.1,13.1.1,13.1.1,13.1.1,13.1.1
471,ocds-591adf-7220585943,8,8.1,8.1.3,8.1.3.0,8.1.3.0,8.1.3.0,8.1.3.0
472,ocds-591adf-3170203996,3,3.7,3.7,3.7,3.7,3.7,3.7
473,ocds-591adf-1730479724,3,3.5,3.5.4,3.5.4,3.5.4,3.5.4,3.5.4
474,ocds-591adf-9113476125,4,4.0,4.0.1,4.0.1.0,4.0.1.0.1,4.0.1.0.1.0,4.0.1.0.1.0
475,ocds-591adf-0913772296,3,3.0,3.0.0,3.0.0.4,3.0.0.4.0,3.0.0.4.0,3.0.0.4.0
476,ocds-591adf-2638809504,3,3.0,3.0.0,3.0.0.4,3.0.0.4.2,3.0.0.4.2,3.0.0.4.2
477,ocds-591adf-6416547750,3,3.6,3.6.1,3.6.1,3.6.1,3.6.1,3.6.1
478,ocds-591adf-2646219234,3,3.3,3.3.2,3.3.2,3.3.2,3.3.2,3.3.2
479,ocds-591adf-9586019222,4,4.0,4.0.0,4.0.0.2,4.0.0.2,4.0.0.2,4.0.0.2
480,ocds-591adf-6422560237,0,0.6,0.6.0,0.6.0,0.6.0,0.6.0,0.6.0
481,ocds-591adf-4441260961,3,3.1,3.1.6,3.1.6.0,3.1.6.0,3.1.6.0,3.1.6.0
482,ocds-591adf-8002365116,3,3.7,3.7,3.7,3.7,3.7,3.7
483,ocds-591adf-7956935647,3,3.0,3.0.0,3.0.0.4,3.0.0.4.0,3.0.0.4.0,3.0.0.4.0
484,ocds-591adf-9756374456,7,7.0,7.0,7.0,7.0,7.0,7.0
485,ocds-591adf-4853835578,0,0.6,0.6.0,0.6.0,0.6.0,0.6.0,0.6.0
486,ocds-591adf-4661870534,7,7.1,7.1,7.1,7.1,7.1,7.1
487,ocds-591adf-6180313215,7,7.0,7.0,7.0,7.0,7.0,7.0
488,ocds-591adf-5374338853,4,4.0,4.0.1,4.0.1.0,4.0.1.0.2,4.0.1.0.2,4.0.1.0.2
489,ocds-591adf-6096601128,13,13.1,13.1.1,13.1.1,13.1.1,13.1.1,13.1.1
490,ocds-591adf-1864684418,3,3.1,3.1.4,3.1.4.0,3.1.4.0,3.1.4.0,3.1.4.0
491,ocds-591adf-0171845422,0,0.5,0.5.2,0.5.2,0.5.2,0.5.2,0.5.2
492,ocds-591adf-1934720031,0,0.0,0.0.0,0.0.0.2,0.0.0.2.0,0.0.0.2.0,0.0.0.2.0
493,ocds-591adf-3001376476,0,0.4,0.4.0,0.4.0.1,0.4.0.1,0.4.0.1,0.4.0.1
494,ocds-591adf-5545717486,3,3.5,3.5.1,3.5.1.1,3.5.1.1,3.5.1.1,3.5.1.1
495,ocds-591adf-1820674929,3,3.5,3.5.1,3.5.1.1,3.5.1.1,3.5.1.1,3.5.1.1
496,ocds-591adf-4413175528,0,0.4,0.4.0,0.4.0.1,0.4.0.1,0.4.0.1,0.4.0.1
497,ocds-591adf-8987387726,0,0.0,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2
498,ocds-591adf-1718452998,0,0.5,0.5.2,0.5.2,0.5.2,0.5.2,0.5.2
499,ocds-591adf-9552222925,0,0.5,0.5.2,0.5.2,0.5.2,0.5.2,0.5.2
500,ocds-591adf-0851930818,0,0.1,0.1.0,0.1.0.1,0.1.0.1,0.1.0.1,0.1.0.1
501,ocds-591adf-7078250592,0,0.0,0.0.0,0.0.0.0,0.0.0.0.0,0.0.0.0.0.1,0.0.0.0.0.1
502,ocds-591adf-8344502322,0,0.3,0.3.2,0.3.2.3,0.3.2.3.1,0.3.2.3.1,0.3.2.3.1
503,ocds-591adf-8810576476,0,0.0,0.0.3,0.0.3.0,0.0.3.0,0.0.3.0,0.0.3.0
504,ocds-591adf-2901517891,0,0.0,0.0.3,0.0.3.0,0.0.3.0,0.0.3.0,0.0.3.0
505,ocds-591adf-6234023717,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
506,ocds-591adf-2587229116,0,0.2,0.2.2,0.2.2.2,0.2.2.2,0.2.2.2,0.2.2.2
507,ocds-591adf-3664745125,0,0.2,0.2.4,0.2.4.0,0.2.4.0,0.2.4.0,0.2.4.0
508,ocds-591adf-3090927242,1,1.0,1.0.0,1.0.0,1.0.0,1.0.0,1.0.0
509,ocds-591adf-6484217517,2,2.1,2.1.1,2.1.1,2.1.1,2.1.1,2.1.1
510,ocds-591adf-4141862922,2,2.1,2.1.1,2.1.1,2.1.1,2.1.1,2.1.1
511,ocds-591adf-2327028479,2,2.1,2.1.0,2.1.0.2,2.1.0.2.1,2.1.0.2.1,2.1.0.2.1
512,ocds-591adf-7888022700,2,2.0,2.0.0,2.0.0,2.0.0,2.0.0,2.0.0
513,ocds-591adf-2437234184,,,,,,,
514,ocds-591adf-9308829862,2,2.0,2.0.1,2.0.1,2.0.1,2.0.1,2.0.1
515,ocds-591adf-3538681265,,,,,,,
516,ocds-591adf-6822686270,2,2.1,2.1.0,2.1.0.1,2.1.0.1,2.1.0.1,2.1.0.1
517,ocds-591adf-3498737512,2,2.1,2.1.0,2.1.0.0,2.1.0.0,2.1.0.0,2.1.0.0
518,ocds-591adf-4283019703,2,2.2,2.2.1,2.2.1,2.2.1,2.2.1,2.2.1
519,ocds-591adf-9564139780,2,2.2,2.2.0,2.2.0.1,2.2.0.1,2.2.0.1,2.2.0.1
520,ocds-591adf-3156014237,8,8.1,8.1.0,8.1.0.0,8.1.0.0.0,8.1.0.0.0.1,8.1.0.0.0.1.0
521,ocds-591adf-8082857980,2,2.0,2.0.1,2.0.1,2.0.1,2.0.1,2.0.1
522,ocds-591adf-5963366284,2,2.2,2.2.2,2.2.2,2.2.2,2.2.2,2.2.2
523,ocds-591adf-6645823668,2,2.2,2.2.3,2.2.3,2.2.3,2.2.3,2.2.3
524,ocds-591adf-4197629132,2,2.0,2.0.2,2.0.2.1,2.0.2.1,2.0.2.1,2.0.2.1
525,ocds-591adf-7265722663,2,2.1,2.1.0,2.1.0.0,2.1.0.0,2.1.0.0,2.1.0.0
526,ocds-591adf-2939708932,2,2.0,2.0.2,2.0.2.0,2.0.2.0,2.0.2.0,2.0.2.0
527,ocds-591adf-2413059585,2,2.1,2.1.0,2.1.0.2,2.1.0.2.0,2.1.0.2.0,2.1.0.2.0
528,ocds-591adf-1713256223,2,2.1,2.1.0,2.1.0.0,2.1.0.0,2.1.0.0,2.1.0.0
529,ocds-591adf-8486546892,2,2.2,2.2.2,2.2.2,2.2.2,2.2.2,2.2.2
530,ocds-591adf-3363161868,,,,,,,
531,ocds-591adf-4379373179,2,2.0,2.0.2,2.0.2.0,2.0.2.0,2.0.2.0,2.0.2.0
532,ocds-591adf-9492198891,,,,,,,
533,ocds-591adf-2593066531,2,2.0,2.0.0,2.0.0,2.0.0,2.0.0,2.0.0
534,ocds-591adf-1946181466,2,2.2,2.2.4,2.2.4,2.2.4,2.2.4,2.2.4
535,ocds-591adf-1737251309,2,2.2,2.2.1,2.2.1,2.2.1,2.2.1,2.2.1
536,ocds-591adf-2393158296,2,2.2,2.2.1,2.2.1,2.2.1,2.2.1,2.2.1
537,ocds-591adf-8380393006,2,2.2,2.2.0,2.2.0.1,2.2.0.1,2.2.0.1,2.2.0.1
538,ocds-591adf-2224660176,0,0.4,0.4.1,0.4.1.0,0.4.1.0,0.4.1.0,0.4.1.0
539,ocds-591adf-2547744131,0,0.5,0.5.0,0.5.0.2,0.5.0.2,0.5.0.2,0.5.0.2
540,ocds-591adf-8842204633,4,4.0,4.0.2,4.0.2.0,4.0.2.0,4.0.2.0,4.0.2.0
541,ocds-591adf-3613534944,4,4.0,4.0.2,4.0.2.1,4.0.2.1,4.0.2.1,4.0.2.1
542,ocds-591adf-0132736861,3,3.4,3.4.0,3.4.0.1,3.4.0.1,3.4.0.1,3.4.0.1
543,ocds-591adf-2534404074,4,4.1,4.1.1,4.1.1.1,4.1.1.1.1,4.1.1.1.1,4.1.1.1.1
544,ocds-591adf-0436742749,4,4.0,4.0.2,4.0.2.1,4.0.2.1,4.0.2.1,4.0.2.1
545,ocds-591adf-6052532458,3,3.4,3.4.1,3.4.1.0,3.4.1.0,3.4.1.0,3.4.1.0
546,ocds-591adf-5187809188,3,3.4,3.4.1,3.4.1.1,3.4.1.1,3.4.1.1,3.4.1.1
547,ocds-591adf-2006588351,3,3.4,3.4.1,3.4.1.1,3.4.1.1,3.4.1.1,3.4.1.1
548,ocds-591adf-2133665701,3,3.4,3.4.1,3.4.1.0,3.4.1.0,3.4.1.0,3.4.1.0
549,ocds-591adf-9204868147,3,3.4,3.4.1,3.4.1.1,3.4.1.1,3.4.1.1,3.4.1.1
550,ocds-591adf-0181178415,0,0.1,0.1.0,0.1.0.1,0.1.0.1,0.1.0.1,0.1.0.1
551,ocds-591adf-5030923648,0,0.1,0.1.0,0.1.0.1,0.1.0.1,0.1.0.1,0.1.0.1
552,ocds-591adf-7317531109,0,0.5,0.5.1,0.5.1,0.5.1,0.5.1,0.5.1
553,ocds-591adf-3053805650,0,0.1,0.1.0,0.1.0.1,0.1.0.1,0.1.0.1,0.1.0.1
554,ocds-591adf-4397912652,0,0.1,0.1.0,0.1.0.1,0.1.0.1,0.1.0.1,0.1.0.1
555,ocds-591adf-6290205772,0,0.1,0.1.1,0.1.1.1,0.1.1.1.1,0.1.1.1.1.0,0.1.1.1.1.0
556,ocds-591adf-7195280809,0,0.4,0.4.1,0.4.1.1,0.4.1.1,0.4.1.1,0.4.1.1
557,ocds-591adf-0771447862,0,0.0,0.0.0,0.0.0.2,0.0.0.2.0,0.0.0.2.0,0.0.0.2.0
558,ocds-591adf-0617728514,2,2.2,2.2.0,2.2.0.0,2.2.0.0,2.2.0.0,2.2.0.0
